time,temperature,humidity,wind_speed,precipitation,visibility
2024-01-01 00:00:00,0.5796682994599254,0.19667315017973558,0.027656311716938217,0.03322578113804647,0.8290743954514483
2024-01-01 00:15:00,0.6256968508624615,0.6499772676331326,0.09301291579650334,0.14876368869897794,0.6707399717143582
2024-01-01 00:30:00,0.29066909700702925,0.22937612578261465,0.1800181019863199,0.21129068512458055,0.24739058442798376
2024-01-01 00:45:00,0.3772538450742538,0.47128617067796374,0.043926060444319945,0.006037003274609292,0.42435938313824434
2024-01-01 01:00:00,0.17888759425466585,0.45989491118776954,0.1073472835050805,0.009377335255385654,0.9530256226241187
2024-01-01 01:15:00,0.3899384008562671,0.8301302547589443,0.041053293288258665,0.11925064864749958,0.9342027070180826
2024-01-01 01:30:00,0.41698721193278543,0.9113235121046674,0.01454922715531664,0.041756804762233146,0.7794581121821064
2024-01-01 01:45:00,0.3947055736964133,0.1429139471295596,0.1812732198120285,0.43922163422137006,0.6881109961626455
2024-01-01 02:00:00,0.5200049437117454,0.3376851451268408,0.0013413407533895963,0.0696222326210718,0.6379930010203552
2024-01-01 02:15:00,0.26903611350553935,0.2752791939741661,0.03225826573995765,0.05933436131962149,0.4099296359988714
2024-01-01 02:30:00,0.48906525215144364,0.07088384765280557,0.19580844553559354,0.03885569600111447,0.09509988948512683
2024-01-01 02:45:00,0.6730395128185016,0.6988861355550963,0.05633000590622287,0.03971536179377721,0.5871960820243786
2024-01-01 03:00:00,0.5918096926047779,0.5683256114983294,0.09618536110048842,0.16446943421998936,0.15502796434358945
2024-01-01 03:15:00,0.5603118070369322,0.8175629419837118,0.035445086758058415,0.10846558341851034,0.7023479567432441
2024-01-01 03:30:00,0.3515489938212746,0.2536595753194185,0.05404037863670985,0.06661608912566697,0.773678192439597
2024-01-01 03:45:00,0.5862424719584873,0.7005339295966472,0.13979105963807553,0.11720883883768285,0.13471720456843175
2024-01-01 04:00:00,0.29201059065677815,0.03998525801179629,0.22694259016802334,0.003370134250394841,0.769694893229427
2024-01-01 04:15:00,0.3327494974183527,0.4034840942277736,0.10131821090378937,0.001353941613343381,0.6551785261673398
2024-01-01 04:30:00,0.4480673033586091,0.8267691929563585,0.07032540537060845,0.08324741421429195,0.700914498291166
2024-01-01 04:45:00,0.5475795645458298,0.6980188094530677,0.22841954913938156,0.024948995167222876,0.20516481015334567
2024-01-01 05:00:00,0.3386274297959182,0.937195711136203,0.12804169279944966,0.0053754106044230174,0.564369732033393
2024-01-01 05:15:00,0.6599876477524995,0.2967368921292177,0.09843271734078783,0.1724266500163878,0.9131942851920654
2024-01-01 05:30:00,0.5074217698325256,0.3065968091844261,0.18107174622814434,0.030600059581744703,0.8187535336918397
2024-01-01 05:45:00,0.4836271140769444,0.5463608391463224,0.1101779309686463,0.12765849025117695,0.15033871492141584
2024-01-01 06:00:00,0.3563909409013998,0.5831690691754593,0.4076509466712866,0.014458664966512486,0.14237591724986273
2024-01-01 06:15:00,0.33810829475576687,0.03095025893153481,0.03636209826120596,0.00403848812757632,0.3434573846658211
2024-01-01 06:30:00,0.4845538284336366,0.9568826724362159,0.01468006996421611,0.4375173334437163,0.3209589358349766
2024-01-01 06:45:00,0.5678910578933536,0.5082184737198513,0.01628036915613009,0.04952815014019984,0.28530660992345735
2024-01-01 07:00:00,0.4314872785885285,0.23525228556005834,0.1273176500913146,0.052706465577068255,0.07108185537916892
2024-01-01 07:15:00,0.7248333691956999,0.5403138323775095,0.047251050030632735,0.1023668777640968,0.3768450117186314
2024-01-01 07:30:00,0.36892887318069306,0.8317548135216984,0.009620586201799551,0.07672705527537836,0.5918430873559667
2024-01-01 07:45:00,0.7468621586041455,0.34658411497195707,0.45027910957117523,0.008739982158721748,0.7362594472591409
2024-01-01 08:00:00,0.461149560305594,0.6044968596144423,0.0008205272717607715,0.006158509176172333,0.9712895592395753
2024-01-01 08:15:00,0.6272484949993469,0.7918399938382652,0.06268212466572208,0.09119393984252466,0.2832990482975532
2024-01-01 08:30:00,0.7379741887073856,0.4163045158877598,0.05536051189617024,0.06038091841087954,0.7417110094970996
2024-01-01 08:45:00,0.6359125058258517,0.6325500098465633,0.024444140243266733,0.1646604954445631,0.3201790094121718
2024-01-01 09:00:00,0.6488821210813275,0.5650121946192557,0.016258597313184023,0.12598090601904124,0.3815340386239864
2024-01-01 09:15:00,0.12065883086165574,0.7174832085323865,0.025956633421543186,0.2836146690665472,0.7853316835312246
2024-01-01 09:30:00,0.46094733499088547,0.5031756523924935,0.06237222441280533,0.009670118499856469,0.6272836028155064
2024-01-01 09:45:00,0.5383819760171853,0.9170136336684263,0.050257522304336576,0.05897296132621817,0.30061283376166614
2024-01-01 10:00:00,0.4611366168231182,0.2857718249844242,0.1376068376912328,0.05086870426073243,0.5871984647118911
2024-01-01 10:15:00,0.273548140556318,0.9639148707895397,0.06754692077909433,0.19946364217397242,0.1499161626517449
2024-01-01 10:30:00,0.6690320202341792,0.49514196334709554,0.01452516547644013,0.12896181909536764,0.6328527859616425
2024-01-01 10:45:00,0.5831760713370021,0.3317560955892194,0.033626109372160345,0.13507971626578635,0.13048509622049895
2024-01-01 11:00:00,0.43039727006145034,0.860768484821099,0.03140991356174434,0.061019693774476844,0.8241230461774648
2024-01-01 11:15:00,0.3731027645139601,0.14118071284535022,0.05912022960684974,0.005912146849987973,0.6088019067438947
2024-01-01 11:30:00,0.652552362352545,0.34376483206742164,0.12943210697465982,0.002149068040691531,0.10515542123447937
2024-01-01 11:45:00,0.4589896027211212,0.35240338636395585,0.0798691763735894,0.02366112465973498,0.43114454614604153
2024-01-01 12:00:00,0.34548387481575343,0.6135976218841149,0.0350089812603511,0.05683532547453207,0.5838664245275688
2024-01-01 12:15:00,0.42991956809222354,0.34048589070153196,0.019984473514383972,0.024609777378415663,0.28843513518073494
2024-01-01 12:30:00,0.7256607010672156,0.17237003306869686,0.038470009677518305,0.1341899564036437,0.12768202761226827
2024-01-01 12:45:00,0.13682788336797339,0.3765191022825976,0.0007588477376075954,0.31762920169002273,0.5210839768401855
2024-01-01 13:00:00,0.42588991557317274,0.4042697308968689,0.0036744129321179425,0.23227420882503888,0.41502036233188505
2024-01-01 13:15:00,0.5208347161776283,0.27546908422107746,0.19624391875331884,0.06764924514422312,0.9159732964357169
2024-01-01 13:30:00,0.29405281104970526,0.4452983318690867,0.1662721358860945,0.0248844148907345,0.5431207806555198
2024-01-01 13:45:00,0.652464122925358,0.14160576879010478,0.01611157680111987,0.061241617788388214,0.08129883470328132
2024-01-01 14:00:00,0.5252696498976607,0.37800961815708506,0.14386493993013702,0.030132515491563674,0.7381419023634063
2024-01-01 14:15:00,0.674772745654141,0.7341263690433023,0.11001148178299343,0.0978493594301521,0.011275601620096685
2024-01-01 14:30:00,0.3615857658795729,0.8186702210400096,0.09618604054696342,0.2979210462398313,0.8472154766940072
2024-01-01 14:45:00,0.6030150123256063,0.8021058630896171,0.04966149173486122,0.10146526926651182,0.770236802549013
2024-01-01 15:00:00,0.5476472005758924,0.12266494612108624,0.008365712473314274,0.11076232369002459,0.6080268175673769
2024-01-01 15:15:00,0.6196890383796844,0.7286815557005236,0.031011614448397288,0.035348655454762394,0.7414503332919001
2024-01-01 15:30:00,0.4713090674010281,0.15240404019285,0.0443247834309328,0.03734261219661477,0.825356358784584
2024-01-01 15:45:00,0.5514633274174512,0.3841150501658604,0.007959637140984986,0.036069408828105214,0.840894890282787
2024-01-01 16:00:00,0.71007394889038,0.549573770667908,0.11656029123305874,0.21303784797032385,0.2854929875932904
2024-01-01 16:15:00,0.513817683892937,0.9565246775528232,0.1281577060855355,0.003757116187352858,0.36602877892940866
2024-01-01 16:30:00,0.501022021906212,0.45665386473228686,0.04754374336261415,0.0031066180813943407,0.9415892016765646
2024-01-01 16:45:00,0.5416426252912857,0.3535182147367376,0.11029284596426016,0.028722196729893148,0.2541273240813512
2024-01-01 17:00:00,0.5604060524306561,0.0,0.04660142378909783,0.09589545299881999,0.08280885953228058
2024-01-01 17:15:00,0.3618537458671038,0.662246477182694,0.03406123516875544,0.13654622553107168,0.9930650082536392
2024-01-01 17:30:00,0.7719386834779828,0.6319026959183742,0.002766143691288977,0.05380214418334193,0.9092581797091284
2024-01-01 17:45:00,0.4219231339003207,0.6669530671802328,0.07752104450456772,0.018908857026577186,0.45910210464982404
